,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
3124,US,14035069,R4FAQI24D50CY,B00LIAP2ZY,545041103,"LG WM3997HWA Ventless 4.3 Cu. Ft. Capacity Steam Washer/Dryer Combination with TurboWash, TrueBalance Anti-Vibration System, NeveRust Stainless Steel Drum, Allergiene Cycle in White",Major Appliances,5,2,3,N,Y,Five Stars,very good buy,8/7/15,POSITIVE
3125,US,10518441,R113XDR6S2YCLF,B000R9CFIY,725780708,Broan 30-Inch Elite Ultra Quiet Range Hood,Major Appliances,5,1,1,N,Y,Stylish and Powerful,"Bought this hood during a recent kitchen remodel. I like that it's not huge height-wise, and yet it's very powerful. I like the variable fan and light options, as well as the fact that the light is actually useful and it's not some weak excuse for light that barely adds any value like we had on our previous microwave/hood. I think it's stylish and, best of all, has been easy to clean. The vent covers are easy to remove and so far have held up really well when cleaned.",8/7/15,POSITIVE
3126,US,37384213,RBDLGTX9C09M2,B00C9YTN08,847036208,"Frigidaire FGHB2866 Frigidaire Gallery 27.8 Cu. Ft. French Door Refrigerator,",Major Appliances,1,4,5,N,N,We bought this refrigerator from Best Buy last year and it is a badly engineered ...,"We bought this refrigerator from Best Buy last year and it is a badly engineered piece of equipment. The ice maker is fundamentally flawed, and from what I understand, not repairable. I wish we would have returned it right away when we realized how junky it was, but my husband thought he could fix the problems. Now it is out of warranty and we are stuck with it.",8/7/15,NEGATIVE
3127,US,4096087,R328674LFMFOY7,B001DPP5BU,633210733,WHIRLPOOL CORP 3374343 Dishwasher Door Spring,Major Appliances,5,0,0,N,Y,Five Stars,they fit and make the door open easy,8/7/15,POSITIVE
3128,US,36086840,R2PVBL1UX3GNVJ,B004N4MSPO,451436203,SPT Countertop Dishwasher,Major Appliances,5,1,1,N,Y,Amazing!,Probably the best purchase of the year. Works better than a full size dishwasher. Never been more excited for an appliance.,8/7/15,POSITIVE
3129,US,44385400,RE3PY0AJC4X2C,B00FFT4LDI,334795198,"Part # 279838 or 398064 or 3403585 Genuine Factory Oem Original Clothes Dryer Heater Heating Element for Whirlpool, Maytag, Kenmore, Roper, Estate, Sears and Admiral.",Major Appliances,5,0,0,N,Y,"Buy this one, I bought a cheaper on and ...","Buy this one, I bought a cheaper on and it lasted only a year. This one lowered my electric bill. and has no issues.  Spend the extra money and you won't be sorry.",8/7/15,POSITIVE
3130,US,2974954,R1K9NIA386PCCI,B002MPLYEW,183067183,"Danby 120 Can Beverage Center, Stainless Steel DBC120BLS",Major Appliances,5,0,0,N,Y,This is fantastic!,This is fantastic!  Keeps all my drinks and fruits ice cold.,8/7/15,POSITIVE
3131,US,48572398,R3HRDK7V8DEEWW,B007Y4BBTY,97801648,"3M Cuno CS-52 Filter Cartridge for Bosch, Neff, Siemens Fridges/freezers, Pack of 3",Major Appliances,4,0,0,N,Y,Four Stars,good,8/7/15,POSITIVE
3132,US,47898758,RFDZU77ILI2M2,B00IBHK400,238438089,Deflect-o Dryer duct Cleaning Brush Kit DVBRUSH12K/6,Major Appliances,1,11,13,N,Y,We had our house re-sided last fall and as part of the project an extension from the dryer vent was added (with a nice cover) so,"We have a screened porch attached to the house. The dryer vent is within the porch area so we've always had to deal with the hot wet air and lint. We had our house re-sided last fall and as part of the project an extension from the dryer vent was added (with a nice cover) so that it now exits the porch solving our past problems. The dryer vent extension extends straight down the exterior house wall and then makes a 90 degree turn and runs along the porch floor about 9 feet and exits the porch via a vent cover with a cover flap to keep the critters and bugs out when not in use.<br /><br />I needed a dryer duct brush to clean this new arrangement. It had to be flexible so I could clean the entire duct work from both ends. This product seemed like the perfect solution. I was very disappointed with the results.<br /><br />I actually read the directions and heeded the warning if the brush was going to be used with a drill  to ensure that none of the sections that screw on to each other came apart due to use of a drill. The first, and only time I used it the last two sections of the brush with the brush head came off and was now somewhere in the dryer ductwork.<br /><br />Now I was stuck with a duct brush in my dryer vent and had to figure out how to get it out. Using a long broom handle and a hook I screwed into the end of the handle I was able to grab it and pull it close enough to pull out.<br /><br />I won't ever be using this dryer brush arrangement with a drill again, it will be by hand if I ever use it at all. I ended up buying another type of duct brush attached to 10 feet  of flexible twisted wire coated in plastic. I'll most likely use that in the future to clean the duct from both ends of the duct work.<br />So, if you're gonna buy this brush, beware before you think about using a drill. You might not be as lucky as I was to get the brush out.",8/7/15,POSITIVE
3133,US,14459793,R3QV7I1EX1AJ5C,B00OTYK3O6,617625937,EasyGo Washer Mobile Hand Powered Washing Machine,Major Appliances,5,0,0,N,Y,Five Stars,It's easy to use and requires a lot less effort than trying to wash clothes in a bucket.,8/7/15,POSITIVE
3134,US,14339289,RD5BRSZ4OQ1UU,B002W6SN8G,541318186,"Electrolux EIFLS55I 4.07 Cubic Foot Front Load Washer with IQ-Touch Controls Featuring Perfect Steam,",Major Appliances,1,6,7,N,N,BAD COMPANY' BAD PRODUCTS,"I just had my 2 yr old electrolux washer outer tub housing come apart. Been working on appliances for over 25 yrs. Never have I seen this problem before..... called their service department and told them what had happened and they basically just didn't get it or played stupid! I can tell you that they do not stand behind there products at all! Beyond getting my floor soaking wet every component in the unit got wet. So I demanded a replacement. And of coarse i got the I'm sorry sir it's out of warranty BS. Really, this is a manufacturing defect and your not going to help me? Nope. Unbelievable!!! Also, I can tell you that after tearing this thing apart it has very poor quality parts for what you pay. There is no commercial components in this unit at all unlike what I was told. I could say a lot more but what's the point. Just stay away from this company unless you like unbelievably bad service. As a tip to consumers: if they don't provide a good warranty then they WILL NOT stand behind there products. At the price you pay there should be no less then a 5 yr. warranty.",8/7/15,NEGATIVE
3135,US,52000324,R2RCF6T01H4BQ2,B00L1JT4YM,839318065,Samsung DA29-00020B Compatible Water Filter - Refrigerator,Major Appliances,5,1,1,N,Y,Worked like a charm!,"This filter was a perfect replacement of the brand named version. No leaking, and the taste is great. The sound of the water flowing through the filter seems a bit louder, but nobody else in the family has noticed any difference.",8/7/15,POSITIVE
3136,US,33112945,R2A854OE8HC19C,B004RPQ4MM,264260443,"Kitchen Bath Collection HA75-LED Stainless Steel Wall-Mounted Kitchen Range Hood with Tempered Glass Canopy and Touch Screen Panel, 30""",Major Appliances,4,0,0,N,Y,Excellent customer service,"Original motor housing unit received damaged. Kitchen Bath Collection promptly send out replacement. Excellent customer service. Will definitely buy other products from Kitchen Bath Collection. Installed unit looks very nice and functions as advertised. I'm a tough grader and only exceptional products receive 5 stars. This one is great, but not exceptional.",8/7/15,POSITIVE
3137,US,25606730,R1KXMDLMA5RZ7Z,B000PKYXLC,6469875,Maytag MFI2568AES MFI2568AES Stainless French Door Refrigerator,Major Appliances,1,0,0,N,N,Worst pricey piece of garbage fridge ever,"Worst pricey piece of garbage fridge ever!!!!!!...I'm so upset. Save yourself the headache and don't buy MAYTAG, There should be negative star ratings for terrible products such as this.",8/7/15,NEGATIVE
3138,US,31375487,R2YZP4D4YUJB62,B00BHZUE8K,311577342,Sunbeam Sbuf3w 3.1 Cubic-ft Upright Freezer,Major Appliances,5,0,0,N,Y,Arrived quickly Item as described. Works very well.,Arrived  quickly  Item  as  described.  Works  very  well.,8/7/15,POSITIVE
3139,US,24313411,R25LGNP72E0H73,B00F2QFX5O,139280679,"GE JVM3160RFSS 30"" Over-the-Range Microwave Oven in Stainless Steel",Major Appliances,4,14,17,N,Y,Updating a standard.,"I chose this unit because it is the identical unit to mine that finally died after 14 years.  It performs as expected however the mounting hardware has changed slightly and needed adjustments to hang the new oven on the existing bracket. It came with a grease filter however the case design has changed and there was no way to install it without disassembling the entire shell of the unit contrary to the illustrated instructions.<br />My only real complaint is that the touch control panel still is not lit.  With a dozen options all looking identical, it's impossible to even select the surface light switch without having to put on overhead lights. Aggravating but not a deal breaker.  It's still a functional and solid unit that should provide years of service.",8/7/15,NEGATIVE
3140,US,21731943,R1UQQYAHSB7CSF,B00V6I99WA,491730953,"4 Premium Frigidaire Pure Air Ultra Refrigerator Air Filter, Also Fits Electrolux, Compare to Part # EAFCBF, PAULTRA, 242061001, 241754001, by Think Crucial",Major Appliances,5,0,0,N,Y,Five Stars,Fits perfectly in my Kenmore frig & freezer,8/7/15,POSITIVE
3141,US,40084923,R3RCS4ITYUJJTG,B00OVI6HHW,174265798,Avanti AR4456SS 4.4 cu. ft. Counterhigh Refrigerator - Black with Stainless Steel Door,Major Appliances,4,3,3,N,Y,great little fridge,"I love the refrigerator, but it arrived dented in several places.  The company that sent it made a substantial allowance for the damage, so I am happy with their service.  I love, love, love the fact that this fridge is all fridge and no freezer.  I have extra space because of that.  It fits perfectly where I need it.",8/6/15,POSITIVE
3142,US,16869481,R319I7NLCE1HPO,B000KKO6HS,723142788,Broan Economy 36-Inch Four-way Convertible Under-Cabinet Mount Range Hood,Major Appliances,4,0,0,N,Y,Did the job at .a reasonable price,Fit the opening lft when the 36 inch microwave vent stopped work and is no longer made.,8/6/15,NEGATIVE
3143,US,24181209,RW1IJ2R3EL763,B006LZQZPW,485798707,"Defrost Heater for General Electric Hotpoint Wr51x10055 (1, Defrost)",Major Appliances,5,0,0,N,Y,Five Stars,Product arrived as described and in excellent condition.,8/6/15,POSITIVE
3144,US,37667267,R4ZLRRPKTGAJW,B00BJPXXEA,3732010,Igloo Ice Maker,Major Appliances,2,1,1,N,Y,Love this little ice maker,"Ice maker last 6 months, then became extremely loud, still made ice, but needed to turn if off, not worth the money.",8/6/15,NEGATIVE
3145,US,167898,R1JYVI5O6AX91E,B0050KKS5C,758706493,"316075103 BAKE ELEMENT REPAIR PART FOR FRIGIDAIRE, ELECTROLUX, KENMORE AND MORE",Major Appliances,4,0,0,N,N,Oven Element repair,"It worked perfect for my in-laws oven; however, the connection end in oven had fallen down, so we ended up having to call the repairman to install it. Element works great!!",8/6/15,POSITIVE
3146,US,39164633,R1YTOSJMA45O87,B0044KNOFA,560569634,"Electrolux EW30IF60I 30"" Electric Freestanding Range with Induction Cooktop and Wave-Touch Controls a,",Major Appliances,1,0,0,N,N,Stay away.,"Mine lasted 3 days. It stopped cooking and started beeping and flashing numbers, I think 8's. The store offered to take it back and swap out a different kind of range. I am going back to gas. I would have tried a new Electrolux if the company had offered to give me another range but they will only fix it. I had no assurance it would not break again.",8/6/15,NEGATIVE
3147,US,17767881,R10BPJDCUAKZBV,B001DQPBKE,714663149,"Leviton T5320-W 15 Amp, 125 Volt, Tamper Resistant, Duplex Receptacle, Residential Grade, Grounding",Major Appliances,5,0,0,N,Y,THIS OUTLET WORKS WELL,THIS OUTLET WORKS WELL,8/6/15,POSITIVE
3148,US,161049,R3DZMJ60CPI9M,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,4,1,1,N,Y,Four Stars,"On time, fit prefect. Even though the original said  Kenmore replacement. Would buy it again.",8/6/15,POSITIVE
3149,US,43982439,R3KOIQ3SN2XV45,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,"Works great, just put water in and in a few ...","Works great , just put water in and  in a few minutes you have ice.",8/6/15,POSITIVE
3150,US,30029536,RNJ3OLF0QBF6I,B00IY7B5CS,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,Five Stars,Works fine,8/6/15,POSITIVE
3151,US,40960410,R1X3G1L479XCHM,B00DNSO1OW,316513931,Haier  Wine Cellar with Electronic Controls,Major Appliances,5,0,0,N,Y,Nice quail egg cooler that also stores wine.,Another off label use for this cute little cooler.  I raise domestic quail as a hobby.  I don't have enough birds to fill the incubator with one days egg production.  Fertile eggs can be stored at 60 to 65 degrees Fahrenheit for a week or two.  The max temperature of 65 degrees works out perfectly for my needs.  I'm also impressed it works in my rather warm Phoenix AZ home.,8/6/15,POSITIVE
3152,US,45333505,R39S56LHH9195Q,B00CX4B6TA,445221328,SmartGuard 3-Year Appliance Protection Plan ($350-$400),Major Appliances,1,0,0,N,Y,DONT BUY....!!!,NO ONE SHOULD BUY THIS......!! I have already called 4 times and not help yet. My kitchen range hood is broken. This is SCAM.......!!!,8/6/15,NEGATIVE
3153,US,11780839,R11MHBVP6I5T1N,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,Five Stars,Makes ice quickly and looks good sitting on our counter.,8/6/15,POSITIVE
3154,US,43306744,R3LXZYOR9SPZ2D,B00GWRWIOG,772871755,KingsBottle 32 Bottle Thermoelectric Wine Cooler,Major Appliances,4,0,0,N,Y,Four Stars,It is difficult to keep the 54 gradus Fahrenheit,8/6/15,NEGATIVE
3155,US,45157608,R1OR967HFDL22E,B00FHX9UNI,22468266,"Avanti Model DWE1801B Built-In Dishwasher, Black",Major Appliances,4,0,1,N,Y,One Star,I admit i had to salvage some parts from my old dishwasher but for a single person this dishwasher does the job not that loud it works well so far i have had it almost three years no problems,8/6/15,POSITIVE
3156,US,12184646,R2BEJ7LUCCKBCG,B00EE85HWK,692252733,LG WT5680HWA TurboWash 5.2 Cu. Ft. White With Steam Cycle Top Load Washer - Energy Star,Major Appliances,1,7,10,N,N,mildew smells on all your clothing,"terrible mildewy smells on all my clothing.  yes its top loading. at wits end and no suggestion tried has worked. special sanitary cycles, vinegar, baking soda, lysol, etc.  all have failed.  joke.  don't buy this machine, seriously.",8/6/15,NEGATIVE
3157,US,51576474,R2TQVQLZFDXEXI,B004F1NJEE,331418821,"Whirlpool Kenmore Dryer Heating Element and Thermostat Combo Pack 1 ea. of 279838, 279816, 3387134, 3392519",Major Appliances,4,0,0,N,Y,Four Stars,working well so far,8/6/15,POSITIVE
3158,US,21307198,R1VVZKG87TTOWD,B00CDWTQKI,855136348,"The Laundry Alternative Nina Soft Spin Dryer, Ventless Portable Electric Dryer. 3 Year Warranty, 127V, 60 Hz",Major Appliances,5,0,0,N,Y,Five Stars,"Excellent, works great.  Highly recommend.  We used for vacation and used it every day.",8/6/15,POSITIVE
3159,US,17341084,R2INQXDFVSQJRV,B00HNDAE30,45694736,"27.5"" Undercounter Stainless Steel Single 1 Door Commercial Refrigerator, 6.5 Cubic Feet, for Restaurant",Major Appliances,5,0,0,N,Y,This baby rocks!,I was a bit worried about this product because is was so inexpensive but it has performed better than the one I paid almost 50% more for and comes with a great warranty as well. This gets lots of abuse as it is used my restaurant. Very happy!,8/6/15,POSITIVE
3160,US,38917602,RFTEZ5UKOQUTF,B00IY7B5CS,874236579,Avalon Bay Portable Ice Maker,Major Appliances,4,0,0,N,Y,So far so good.,Husband has always wanted &#34;never ending ice&#34; so bought as birthday present.  He loves it.  So far so good.,8/6/15,POSITIVE
3161,US,1813386,R2WXN6AQU9C7CW,B000MAJKLI,131665274,"Whynter WC-16S SNO 16 Bottle Wine Cooler, Platinum with Lock",Major Appliances,2,0,1,N,Y,"Concerned it won't keep the wine good, but it hasn't ruined any yet","The temperature doesn't stay consistent.  It will go from 52-57 throughout the day.  Concerned it won't keep the wine good, but it hasn't ruined any yet.",8/6/15,NEGATIVE
3162,US,32614842,R184T2OQ54MP9W,B00J5XRU9W,611112981,Whirlpool MK2220AS 30 Stainless Counter-Top Microwave Trim Kit,Major Appliances,4,1,1,N,Y,Worth it,"A nice trim piece, but it is not stainless steel, just plastic made to look like stainless.....<br /><br />It does clean up nice and looks good, I would buy it again.",8/6/15,POSITIVE
3163,US,52745085,R3AMB3LF66K44X,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,Five Stars,It's a much more affordable replacement!,8/6/15,POSITIVE
3164,US,44253334,R2W58CP54P0U8O,B002ZWR194,892941206,NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler,Major Appliances,5,10,11,N,N,LOVE IT,"Hello,<br />I do extensive research every single time I want to buy something. So, I hope this review helps anyone looking for an 18 bottle wine fridge. First of all, this is an 18 bottle wine fridge. It is not a wine fridge that states its 18 bottles and fits 14. With a little rack manipulation you can easily fit 18 bottles. I have champagne in there, pinot noir in there and cabernets. I've seen reviews saying that fancier thick glassed bottles don't fit into some fridges. I belong to a very expensive wine club located in Napa Valley. I am sure for the cost I am paying for those bottles their glass is quite good. Like I said, no issues making it fit. Just make sure you do some mixing and matching. As for function, this baby is very quiet. I have no put a thermometer in the fridge because I set the temp, and gave it a lot of clearance on each side. Side note: the manual says its ok for built in requiring 3&#34; of space. Online it says it is not made for built in and it needs 5 &#34; of space. I went with a free standing, 5&#34; clearance to be safe and every time I pull a bottle out it is nicely chilled. The racks are constructed well, and the stainless steel looks great. I love this fridge. Make sure you keep the fridge upright in the place you intend it to be for a day or so before you turn it on. I also recommend reading and following any instructions in the manual. Finally, if you are still skeptical...do what I did. Buy the protection plan for 12.60. Its worth it for something that I keep 100's of dollars worth of wine in. I hope this finds you well and good luck on your search.<br /><br />Andrew",8/6/15,POSITIVE
3165,US,44451493,RFCXH2QSO156W,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,Water tastes great!,"We always purchased the GE filters, but this time decided to try one that is compatible.  We are very happy with this filter!  Water tastes great and the water pressure is better (I had read that in other reviews and it proved true for us too!).  It was easy to install.  Overall, we recommend this filter over the more costly GE filter.  So far it has worked out great!",8/6/15,POSITIVE
3166,US,1582292,R2271LCKB1LUJ9,B00F4ATP8O,546170115,"GE JB850SFSS 30"" 6.6 cu. ft. Capacity Free-Standing Electric Double Oven Range In Stainless Steel",Major Appliances,5,0,1,N,Y,Five Stars,It's not broken!!,8/6/15,POSITIVE
3167,US,30701631,R1TDULWMATDHXU,B00F4FEVME,613490702,"PART # 279311 GENUINE FACTORY OEM GAS DRYER BURNER IGNITOR KIT FOR WHIRLPOOL, ROPER, KENMORE AND KITCHENAID",Major Appliances,5,0,0,N,Y,Five Stars,Perfect match. Solved my issues.,8/6/15,POSITIVE
3168,US,21307198,R1SZXUXLAWNQ6I,B004YUZMYQ,344871620,GE PGSS5RKZSS Profile 24.8 Cu. Ft. Stainless Steel French Door Refrigerator,Major Appliances,1,0,0,N,N,One Star,"Freezes veggies, gasket went, have had multiple service calls.  Looking for a new one!",8/6/15,POSITIVE
3169,US,16228933,RALUIDX6X60TW,B00LH13UGM,40349156,LG LMXS30776S 30.0 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,Major Appliances,5,3,4,N,Y,Five Stars,Arrived on time and has been working great. This fridge has a ton of room,8/6/15,POSITIVE
3170,US,47817033,R1H0OD0X4IFJVS,B00K1LRDXK,660631122,"OnePurify MWF Water Filter Replacement Cartridge for Kenmore, GE, Aqua Fresh, Swift Green, Water Sentinel, Brita, Hotpoint",Major Appliances,5,0,0,N,Y,Five Stars,Just what I needed at a reasonable price.,8/6/15,POSITIVE
3171,US,37778854,R354KU62OT54C4,B00AW04ZMM,962476921,Panda Small Compact Portable Washing Machine 7.9-15lbs with Spin Cycle ‚Ä¶,Major Appliances,4,6,6,N,Y,Little Washer Is A Winner,"Background:  Single guy living in 1960's condo with no washer/dryer hookups.  Laundry in the basement (3 toploaders, 3 dryers, 36 unit building).<br />I got tired of having to tapdance around other people and have had some clothes ruined with bleach stains from communal washers. Got tired of going up and down the elevator and setting timers for wash and dry cycles.  Got tired of large folding chore from letting laundry pile up.<br /><br />So I gave this a shot.  This definitely cleans clothes well, and quickly.  My 'light' loads wash for 4-5 minutes and my heavier jeans and towels, I wash for about 5-7 minutes; I rinse for about 3 minutes; then spin for 2-3 minutes.  At an average of 10-15 minutes per load, it is easy to get through a week's worth of laundry while doing other activities.  TIP:  I fill this with a bucket rather than the included hose.  The hose works well. but it does not fit on my sink faucet.  You can save LOTS of time by filling your bucket during each cycle.  So  fill your bucket, wash, and while washing, fill your bucket for rinse; while rinsing, fill your bucket for next load.  This REALLY speeds things up.<br /><br />I am not a country boy or a smelly single guy -- I am not a metro, but my Mom, so many years ago, was a clean freak.  Clothing isn't clean to me if it smells at all.  AT ALL.  It isn't clean unless the rinse water has the merest tinge of blue fabric softener, no brown or gray from dirt.  So, I am not one to reuse wash water, and I do not.  That said, a 5 minute wash REALLY gets clothes clean.  To each their own, but I am particular about clean clothes, and this machine does the job.<br /><br />Like most men, I overload washers constantly. You cannot overload this guy or the clothes will not spin to clean. Be patient, and remember that you are not sitting at a laundromat or a dank basement.  :)<br /><br />For a load, I use less than a tablespoon of Tide powder, less than a table spoon of fabric softener, and then add a bit more fabric softener in the Rinse, just a touch.  There are a few bubbles in the wash drain cycle and Rinse water is clean.  This is the correct amount to use. If your water is foamy like crazy, you're using too much product.  For lightly soiled items, you can load and wash.  For dirtier or thicker stuff, I let it soak in the soapy water for 5 or 10 minutes.  For whites that aren't so white, I have used OxyClean in a bucket, allowed my whites to soak for an hour, then wash them and they came out 'okay'.<br /><br />If you use bleach with this machine, make sure to RINSE TWICE.  This should get rid of enough of the bleach to keep subsequent loads safe from bleach stains.<br /><br />Clothes come out of the spin cycle more dry than they do out of a commercial washer, and I hang dry everything.<br /><br />I have done 6 loads and am still working out my &#34;system&#34; but filling buckets during wash and rinse cycles is really where its at.  It really speeds up the entire process, and I LOVE being able to work or watch TV or clean the kitchen or whatever while the wash is getting done.  The smaller loads encourage me to do a load or three whenever I have time, and the clothes are clean and fresh.  I own two drying racks in case I ever get behind, but so far, I've only needed one.<br /><br />My only concern is that even after the machine has run a full Drain cycle, there is still water in the bottom of the machine -- not the bottom of the tub -- the bottom of the machine.  I have yet to devise a solution for this.  So far, I have just picked the machine up , turned it upside down, etc.  This is not going to be a solution for many people who use this machine.  The concern here is that the rinse water, which should be pretty clean, is just hanging out in the dark recesses of the machine.  Storing the machine with the doors open is a good idea to avoid mildew.<br /><br />Has anyone else noticed that there is still water sloshing around in the machine?  How do you handle it?<br /><br/>All in all, for around $200 with shipping, the machine is good looking, well built, light, and allows condo and apartment dwellers and older folks who cannot go up and down stairs so well, as well as summer home/cabin by the lake dwellers, etc., to have a great wash option that is quick, easy, works great and is convenient.  It was worth the money to me.<br /><br />EDIT:  I am 6&#34; and a big guy and I can fit a fair of jeans and several shirts in one load. I can fit 2 regular towels and lots of kitchen and hand towels in one load.  I can fit maybe 5 pairs of boxers and 5 pairs of socks and a T shirt or two in one load. If you have oversized towels, or beach towels, you'll have to wash one at a time with one or two smaller items.<br /><br />You can wash slightly more than you can spin dry at a time -- but the spine drying LITERALLY takes between 30 seconds and 2 minutes.  For example, I washed a thermal hoodie, XL, with rubber liner (for extreme cold and wind), and several other items. When the wash and rinse was done, I put JUST the hoodie in the spinner and ran it for about 30 seconds, and it came out VERY dry.  Then, I spun the rest of the stuff for a minute or so.  The wash and rinse cycle is long, but even with a few seconds of spinning, the water is mostly out of the clothing.  Spinning longer is a waste of time and electricity.  That spinner is efficient.",8/6/15,
3172,US,50402497,R397312Q5AGSPG,B004W29A2Q,715225741,KitchenAid Architect Series II KFXS25RYMS 36 25.0 cu. ft. French Door Refrigerator,Major Appliances,3,1,1,N,N,Inside it is a great fridge; plenty of space for large trays of ...,"We've had this model for over a year. Inside it is a great fridge; plenty of space for large trays of food. Use of door space is well done. We often have large groups of people over for parties which is why we went with this model. We have not been disappointed with the space and love the middle drawer for produce and the clear glass in main compartment that lets you see into that drawer.<br /><br />The significant flaw is the thoroughly useless drain for water to flow into the evaporation pan. It clogs very easily and ice builds up on the bottom of the freezer - a huge sheet of it. After a week the water starts leaking out around the fridge. We remove the ice sheet and repeat the process over and over. I've cleaned the drain in the back but the issue persists. Other reviews say the same thing. The engineers of this potentially excellent product must have outsourced the creation of a drain to some shmo on the street.<br /><br />Ice Maker: Some reviews say the ice maker doesn't make enough ice to even fill up the glasses for meals. If you're the Waltons at Thanksgiving that would be a problem. Our summers are wretchedly hot and humid and the kids are hauling ice as fast as the thing can make it, but we have run out only on a couple of occasions. At least for a family of 5 the ice maker is just fine.<br /><br />I would recommend this refrigerator if the drain wasn't an issue.",8/6/15,POSITIVE
3173,US,52618537,R1KCK89GRCKN3B,B0074CK3UO,992776036,"GE GSC3500DBB 24"" Black Portable Full Console Dishwasher - Energy Star",Major Appliances,2,5,7,N,Y,poor performer,"as some others have indicated, this dishwasher seems to do very little, if anything, in the way of actually cleaning dishes.  :(  i don't mind the noise level a bit; i guess i grew up with noisier dishwashers than some people did. but running it at all is kind of pointless if it's not going to get the dishes clean.",8/6/15,NEGATIVE
3174,US,20502916,R13CZLSEYMRUGC,B009VHQVDS,289131786,"Range kleen Burner Kovers Round ""Christmas Wreath"" Hallmark",Major Appliances,5,0,0,N,Y,Five Stars,"They look just like the photo, and are sturdy enough to withstand everyday use.",8/6/15,POSITIVE
3175,US,15908254,R2Z76F4OH37NS4,B0017Y3GGI,425600013,"NewAir AI-100R 28-Pound Portable Icemaker, Red",Major Appliances,5,0,0,N,Y,Five Stars,Well worth the money,8/6/15,POSITIVE
3176,US,25575216,R3FOJBWZE2F905,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,Works just fine.,It fits the valve perfectly.  Seems to operate just as well as the OEM filter.,8/6/15,POSITIVE
3177,US,2245109,R2DI5Y9NJCUJPU,B00N142GLI,951191520,"Haier HC17SF15RB 1.7 Cubic Feet Refrigerator/Freezer, Energy Star Qualified",Major Appliances,4,3,3,N,Y,Tiny but good,Not a whole lot of space but it does the job,8/6/15,MIXED
3178,US,50471761,R2HL8TY0UOC6PK,B00DNSO41M,316513931,Haier  Wine Cellar with Electronic Controls,Major Appliances,4,1,1,N,Y,She is a little loud - but cool.,This unit is a little louder than what I had hoped - but since it is in a pantry it is ok... Otherwise I would be disappointed. I did noticed that the unit draws less power when the LED lights are turned on than with them off..... Which is a little strange. Overall a good purchase.,8/6/15,MIXED
3179,US,3504874,R1UPJ87I6VT3NQ,B00BBOY8OS,246388140,"Jetclean¬Æ 23.88"" 50 dBA Dishwasher with Stainless Steel Tub Interior",Major Appliances,1,0,0,N,N,Maytag dishwashers are junk. Do not buy!,"We have had this dishwasher for less than two years. Just like so many others, the start button stopped working and just like so many others it is because the wires became corroded. Maytag knows about this issue but continues to sell this junk. Stay away from Maytag or you will be buying a new dishwasher in under two years!",8/6/15,NEGATIVE
3180,US,32337772,R3URRLNQOSRMHI,B00NN1EIWO,510428962,"Ge GIDDS-632158 Energy Star 17.5 cu. ft. Top Freezer Refrigerator, White, Reversible Door Swing",Major Appliances,5,1,4,N,Y,Five Stars,Does exactly what it's made for and it is quiet.,8/6/15,POSITIVE
3181,US,16648485,R37PDCPTPH8TOV,B0087PJE20,347678754,Kenmore Dishwasher Silverware Basket 8562080 White,Major Appliances,3,0,0,N,Y,"bright white, seems flimsy but does its job","It's OK.  It does it's job.  It is a replacement and I wish they had the color specified in the description.  It is bright white.  And it seems flimsy compared to my original.  If I hadn't used it, I would probably return it.",8/6/15,NEGATIVE
3182,US,3488674,R1IEHA7B9F03LM,B001YQGDS2,492617532,Koolatron Coca Cola 10-Can Retro Vending Fridge,Major Appliances,3,1,2,N,Y,Style is an A+ everything else is a C- - at best,"A++ on style; had couple of co-workers love the look. In terms of keeping it cold, it underperforms on this mark. I work in an air conditioned room although it does not feel like it's cooler than my work environment. Also when I press button to dispense, I have to shake it a bit gor it to drop. Another negative is the drop of the canned drink- the panel on bottom doesn't insulate the fall where I opened a can and it spilled out. I give it 3 since it does somewhat keep the drinks cooler and its style. Keeping drinks within arms reach at work is better thsn risking your drinking being stolen using the work fridge.",8/6/15,POSITIVE
3183,US,7657327,R1C4CXXT4HUWUI,B0087PJE20,347678754,Kenmore Dishwasher Silverware Basket 8562080 White,Major Appliances,5,0,0,N,Y,Five Stars,Fits the dishwasher perfectly.,8/6/15,POSITIVE
